content,score
"Transaksi lebih mudah dan cepat, wondr terbaik",5
"Tampilan lebih menarik, transaksi lebih mudah",5
aplikasi lebih mudah digunakan daripada bni mobile banking lebih praktis,5
"Lebih safety, fitur lengkap. Mudah digunakan",5
tampilan keren dan tidak kalah dengan mobile bangking yg lain,5
Keren bngt BNI semuanya jadi mudah dengan digitalnya,5
Saya sudah pakai wondr by BNI. Enak nyaman lengkap untuk segala kebutuhan transaksi,5
"Tampilan keren, sekeren fitur2 di dalamnya. Bravo BNI46",5
Maaf. Ketika saya migrasi . kenapa tidak ada notif via sms. bukankah ini bisa di buat celah oleh para hacker utk login dan mengambil uang kita.,3
verifikasi wajah sdh beres tapi munculnya silahkan coba lagi besok..,1
Aplikasi lebih simpel dan tampilan menarik,5
Transfer menggunakan metode BI Fast nya sering gangguan trs...🙏,4
"Aplikasi sangat bagus ,sangat mempermudah bertransaksi ,",5
"Mantep,,lebih bagus dan lebih cepat dari yg sebelumnya. Mohon dipertahankan",5
Aplikasinya sangat muda dan simpel banget,5
Aplikasi Wondr by BNI simpel dan mudah.,5
Aplikasinya selalu bermasalah saat digunakan untuk membeli pulsa,1
Wow akses buat transaksi lebih cepat dan mudah,5
Fiturnya mudah di pahami sehingga dapat mengetahui cara membuat tabungan,5
Wondr by BNI lbh praktis.Cepat & Mudah utk bertransaksi.,5
"User friendly, variatif, tampilannya kece...",5
"bagus banget , jadi memudahkan untuk segala pembayaran .. pokoknya terbaik",5
"Aplikasi nya sangat bagus lebih simpel ,dan sangat membantu",5
"Sama aja isinya dengan apk lama, kirain ada paylaternya gtu kaya si biru bank yg sama2 bumn",5
"Verifikasi wajah ribet, tidak bisa-bisa",1
Mantapz smooth bgt..cepet dan mudah cara pakainya 👍👍👍,5
Tidak ada vitur mobile tunai untuk tarik tunai atau setor tunai.,1
"Mantap, aplikasi nya keren bener lebih mudah..",5
"Selalu menjadi yang lebih baik, tolong yang untuk tarik tunai belum ada kak viturnya?",5
"Mempermudah transaksi ,lebih komplit",5
Sangat Bermanfaat & mudah sekali penggunaannya,5
Terbaik dan sangat simple serta mudah diakses.,5
Menu setor tunai tanpa kartu dimana ya untuk aplikasi wondr ini,4
Lebih simpel di pakai untuk bertransasi,5
Maaf ini aplikasi saat tidak login beberapa hari selalu mendaftal ulang nomor hp dll,4
"Verifikasi wajah gagal terus, padahal sudah jelas 🤦‍♂️",1
Aplkasi nya lumayan keren BNI Cuman tidak bisa transaksi perbelanjaan barcode elor duhh,4
Tidak bisa buka rekening padahal no hp sudah sesuai. Cs tidak membantu,1
Susah login Padahal semua sudah benar,1
"Keren sih, semakin mudah transaksi 👍👍👍",5
Verifikasi wajahnya susah perlu di perbaiki 👎,1
riwayat traksaksi nye tak sesuai harapan. masih bagus bniMB.,2
Aplikasinya sangat bagus dan mudah di gunakan,5
Beli kuota di katanya transaksi gagal tapi saldonya kepotong,3
Sering gangguan sii klo mau masuk,2
Aplikasinya bagus dan tampilannya model kekinian,5
baru 3 minggu pake ini alhamdulilah lancar gk ada masalah,5
Aplikasi sampah.. Mau verif email aja susah sekali. Sdh saya hapus apk kalian ini,1
tolong banget ini dari kemarin gak bisa dibuka apk nyaa😥,3
Masih bagusan BNI mobile yg lama dibanding yg ini wonder,1
Rawan penyalah gunaaan aplikasi karena g dobel pasword pas lagi diakhir mau transfer tolong perbaiki sama kaya di mbankin BNI yg lama,4
Bisakah dn bagaimana caranya beralih dr Mobile BNI ke Wondr BNI...? Sdh dicoba tetapi spt membuat rekening baru...,4
"Tampilannya menyenangkan dan segar, transaksi pake qris seperti naik whoosh",5
"Overall bagus. Apakah jika sudah install wondr, aplikasi BNI Mobile bisa di-uninstall/ dihapus?",5
Sangat mudah digunakan dan sangat2 bermanfaat,5
Verifikasi muka susah amat mau login padahal akun sendiri,1
Sejauh ini pemakaian sangat mudah dan lebih naik kualitas dri BNI mobile banking🥰 Terimakasih BNI👍,5
Akses mudah dan cepat,5
Mau verifikasi wajah aja susahnya minta ampun. Mohon diperbaiki lagi dev,2
Overall...good app Tapi sering ggal login pas tengah malm...kanapa bsa terjdi???,5
"Migrasi dari BNI Mobile banking ke wondr by BNI tidak mengecewakan, tampilan jugak keren untuk kalangan anak muda, semoga fitur-fitur nya selengkap BNI Mobile banking kedepannya.",5
"Qris tidak dapat dipakai, ketika men scan Qr Code orang selalu tulisan kode QR tidak dapat digunakan",3
Masukan kode verifikasi email nya lama . Dan tidak nyaman,1
"Cepat, simple dan fresh",5
"EROR TERUSS UDAH 2x KE BANK KATA ORANG BNI OH COBA TERUS AJA, OH COBA DI HP YANG LAIN, TAPI TETAP YG MUNCUL DATA BELUM DI PERBAHARUI PADAHAL ORANG BNI SAMA SATPAM NYA JUGA BILANG DATANYA SUDAH BENAR TAPI APLIKASI NYA AJA YANG EROR TERUS TOLONG DI PERBAIKI SECEPATNYA YA, SUDAH IKUT KETENTUAN DARI BANK SAMA APLIKASI TAPI TETAP EROR.",1
tidak ada fitur tarik dan setor tunai tanpa kartu,1
Masih nunggu fitur bisa buka Rekening Investasi via Aplikasi Wondr. Aga repot jg kalo harus k Kantor.,5
"WOI BNI!!! SEBELUMNYA GW UDH BERHASIL LOGIN. TAPI SEKARANG MALAH GAGAL & DISURUH VERIFIKASI LAGI. MANA BERMASALAH MULU LAGI. BISA NGGAK SIH, ALAT VERIFIKASI WAJAH LU YG UDAH RUSAK ITU DIPERBAIKI?",1
Jelek banget. Susah verifikasi wajah. Coba perbaiki lagi. Atau hapus aja,1
Langsung berhasil..aku suka tampilan nya lebih ftesh,4
"Force Close ketika mau bagikan bukti transaksi. Android 14, Asus Zenfone 10",4
Kendala melulu masa baru 2 kali pakai g bisa masuk katanya sistem kendala aja,1
"Kalau bisa memperkejakan developer profesional saja jangan orang awam, masa tools verifikasi wajah gak kedeteksi",1
Tolong sediakan fitur mobile tunai,4
Tidak ada menu setor tunai tanpa kartu,3
Vitur nya menarik TPI sesegera mungkin di update agar bisa tarik tunai ...🙏,3
aneh fitur belum lengkap kok di rilis aneh bgt bni jdi ribet mau transakasi di luar negri payah kecewa bgt lagian ngapaim sih ganti2 aplikasi ide siapa aneh bgt inovasi bodoh,1
Transaksi tarik tunai tanpa kartu belum ada d wondr y min?,5
Aplikasi sampah Verifikasi wajah udah ikutin aturan malah dibilang salah trus,1
Lebih enak pakai aplikasi wondr dri pda BNI Mobile bangking 🤩🤩,5
tidak ada fitur cardless,2
Jgan mau gaji kalian masuk k bank bni. Kalo kalian punya kartu kredìt. Dan kalian emang lg berada d bawah. 3bulan depan kartu kredit bisa ambil dri gajih kalian tanpa persetijuan,1
Aplikasi taik baru dipakai mau tf uang selalu ada kendala...Petugas bank suruh ganti apk tp apk ta berguna,1
"untuk investasi sbn blm muncul, mohon di lengkapi",4
"Percuma.. malah enakan BNI Mobile Banking, bisa tarik/setor tanpa kartu 👎",1
Sangat sangat susah saat ferivikasi muka,1
perlu dikembangkan lebih baik lagi,3
Veryfikasi wajah gagal terus pdahal sudah ditempat terang dan mengikuti arahan,1
Mohon dikasih menu cardless tarik tunai tanpa kartu biar kayak livin by mandiri masih sepi banget menu wondr,5
"Buka wondr skrng juga, banyak promo jg loh.",5
"Lebih simple,gampang dipakenya",5
"Bagus bngt, dan mempermudah proses transaksi pembayaran",5
"Wow aplikasinya sangat membantu Dan fitur""nya sangat banyak",5
"Mudah digunakan, fitur kemanannya terjamin 👍👍👍",5
"Sudah terintegrasi dengan baik, hanya fitur cashless tidak ada ya di wondr, kenapa tidak diadakan juga?",4
Mau verifikasi wajah dan sudah ikutiiin panduan tetap aja masih salah😮‍💨😭,1
"Aplikasi gak karuan, EROR PARAH.... !!!!!",1
GK jelas Masukkan wajah lihat ke atas Lihat ke kiri tapi masih aja GK bisa,1
Maaf ka bukan lihat sisa pinjaman tp potongan pinjaman cicilan KPR tidak ada di riwayat pengeluaran jadi uangnya tiba2 D debet tp tidak ada D riwayat,2
kaga bisa top up dana nih aplikasi? kok kendala mulu,1
"penyedia layanan PDAM Purbalingga kok tidak ada ya,, kurang lengkap",3
Wajah saya terlalu jelek sampai 1 hari full ga bisa verifikasi wajah bisa dibantu nggak?,5
Simple dan cepat bertransaksi,5
"Mudah dan cepat, jadiin maumu, mantap",5
Lebih mudah n simpel untuk transaksi..,5
"Aplikasi yang jauh lebih baik dibanding sebelumnya, dengan 3 dimensi keuangan yang sangat membantu dalam mengatur keuangan.",5
"aplikasi yg sangat bagus, simpel dan mudah digunakan 👍👍",5
poto wajah berulang ulang masih tetap dg balasan coba lagi..,1
Udah enak ada pitur setor tunai mobile di apk yg bni suruh pindah ke wonder by bni terus udah ke apk ini ga ada pitur setor tunai mobile nyah,1
Gimana yaa saya bingung dengan wondr baru buka rek trus setoran yg saya beri senilai 70 totalnya. Terus saya setor lgi pokoknya dgn jmlh keseluruhn 191 nah ktnyaa min sisa 50 di atm tp ps saya mau narik dan sisain 50 trus cek liat sldo kok 19.500 lgi gimna tu critnya. Apa saya yg kurg phm .mohon di beri penjelasan,3
"Over all bagus, tetap semangat untuk melakukan update",5
Tampilan menarik dan fast app,5
Transaksinya jadi lebih mudah dan cepat,5
"Wonderfull sekali aplikasi banking dan kartu kredit dalam satu genggaman, 😍😍",5
Untuk Melihat Riwayat Transaksi yang masuk gmn ya..... Trims....,3
"pakai wondr lbh cepat lbh simple ngga pakai ribet, kemaren isi tapcash untuk byr tol , langsung masuk...its wondr",5
Masih suka lambat loading waktu kita buka kenapa ya,5
Tambahkan fitur notifikasi untuk uang masuk dan keluar,4
Aplikasinya sangat simpel serta mudah d gunakanya gk ribet trimakasih BNI👍👍👍👍,5
"Mudah digunakan, jngn banyak mikir segera download dan nikmati kemudahan transaksi dengan wondr BNI",4
"Coba kirim kok gagal terus,tlng perbaiki pengaturanya",3
"Aplikasi ga guna,dikit2 gagal,dikit2 coba lagi besok",1
Aplikasi yg bagus dan cepat dlm bertransaksi,5
"Top, ada notif transaksi keluar masuk scr otomatis",5
Sangat memudahkan untuk trx semoga bisa ditingkatkan,5
Keren transaksi jadi lebih mudah dan nyaman,5
Aplikasi yg sangat membantu buat transaksi mengatur smua transaksi keuangan.. mantaaap BNI..👍,5
Mudah bertransaksi dan simple. Mantap,5
"Tampilan keren, cepat, dan futuristik",5
"Tampilan detail informasi rekening dan tampilan transaksi terakhir,tidak rinci seperti mbanking",3
Keren aplikasi.. semoga bisa update appnya lebih baik lagi,5
Tolong untuk pengaturan bacground apk wondr ad pilihan warna hitam atau abu abu...kalo putih silau banget,4
tidak ada notifikasi uang masuk d email,3
Sudah topup 2x knp masih blm masuk saldo yaa??,3
"Pelayananny ramah,cepat dan mudah",5
Uda download tapi ga bisa daftar krn foto ga kedetect terus kesel lama2 ku hapus aja aplikasinya ga berguna,1
kok belum ada fitur tarik tunai tanpa kartu??,3
"Kenapa ya kok g bisa login..padahal udah kedaftar,,",3
"tampilannya keren , mudah penggunaannya , mantap BNI",5
Transaksi lebih cepat dan nyaman...,5
Aplikasinya mudah dan cepat the best pokoknya👍,5
"lebih menarik fiturnya, ceria dan penuh warna",5
"Susah daftar OnLine, tdk berhasil trus, mau registrasi wondr by BNI",1
"User friendly sekali, respon cepat, mantap",5
Sangat mudah untuk digunakan dak bagus sekali,5
Verifikasi wajah susah..... Lebih mudah BNI mobile,1
Saat pertama buka aplikasi loadingnya sangat lama,3
Lebih simpel dan mudah..serta lengkap,5
UI Bagus dan Mempermudah Bertransaksi,5
Bayar QRIS pake aplikasi wondr lebih cepat dan simpel...,5
Mantan mudah menggunakannya banyak fiturnya,5
Keren banget semua transaksi jadi mudah,5
Aplikasi yang sangat baik sekali dan membantu saya dlm bertransaksi,5
"Aplikasinya mantaaap, cuma sayang peraturannya gak ada buat ganti pin/pasport..mkc",5
"Mudah di gunakan, tidak ribet, aman & nyaman",5
Dari kemaren Gak bisa scan wajah,1
Transaksi sekarang lebih mudah dan lebih simpel,5
Banyak update baru dan user interface lebih menarik,5
"Tolong d tingkatkan pelayanan, setiap mau transaksi petang hari, pasti aja gangguan.",3
"Aplikasi yg bagus, jadi lebih mudah dan praktis",5
warna warniii jadi terlihat cantik untuk tampilannya😍,5
Transaksi jadi lebih aman mudah dan lebih cepat,5
Aplikasi baru lgi mantab 👍👍👍👍. Lebih simpel n lancar,5
aplkasinya jadi lebih menarik bgt semoga lebih baik lagi wondr by BNI,5
Akses Cepat dan mudah,5
Lebih praktis dan memiliki fitur untuk rekap pengeluaran kita 👍🏻,5
Aplikasinya kekinian banget dan cara daftranya super gampang,5
"Keren tampilan nya lucu ,beda dengan yg lain🔥🔥🔥",5
Lebih cepat dan mudah dalam bertransaksi 🙏,5
Ui nya hampir mirip dengan livin Mudah di mengerti dan sangat sat set,5
Apps nya lebih modern dan makin mudah,5
"Jelek aplikasinya. Bagikan m banking yg dlu aja lah. Jangan aneh"".",2
"aplikasi tampilan menarik,d pakai ringan kekurangannya gak ada menu rekening pinjaman seperti BNI mobile terus kalau saldo d debit cicilan d mutasi tidak ada keterangan pemotongan apa saldonya, tolong d maksimalkan lagi....",4
"Sangat mudah di gunakan, tampilan semakin fresh!!! Goog Job BNI 👍👍👍",5
"mantap wondr, makin canggih fiturnya, SIP",5
pelayanan ramah bisa dilakukan sendiri dirumah karna sangat mudah,5
Sangat mudah untuk transaksi,5
Lebih modern dan mudah banget aksesnya,5
Aplikasinya keren dan sangat membantu dalam bertransaksi,5
Transaksi menjadi semakin lebih mudah dan cepat,5
"Aplikasinya Keren, lebih mudah penggunaanya.",5
"Lebih simple cepat dan aman penggunaannya,,best wondr BNI",5
Segala sesuatu jd lebih simpel dan mudah,5
"sangat inovatif dan kreatif, yang memudahkan dalam melakukan transaksi, good job BNI",5
"Kereen bangettt, fitur melimpah, tampilan bervariasi dan sangat memudahkan ⭐⭐⭐⭐⭐",5
Registrasi selalu gagal dan diulang terus,1
"aplikasi yg simple, bisa jadiin apapun maumu",5
Verifikasi email nya selalu bermasalah,2
bagus ... tapi sayang ubah cicilan kok dak ada di kartu kredit,4
tampilan aplikasinya lucu bangett dan warna2nya super fun,5
Aneh. Tiap log in harus ulang isi data diri mulai dari foto KTP.,1
"Inovasi Teranyar di BNI, memudahkan transaksi perbankan digital. top pake banget dah BNI.",5
Masa aplikasi wondr ko ga jln dr semalam pas dibutuhkan,1
Aplikasi lebih cepat dan mudah dipahami.,5
tampilannya cantik dan mudah digunakan.,5
Aplikasi Gokil Yang Membuat transaksi jadi mudah ..,5
Pembayaran dan transfer lebih cepat dan mudah,5
Sangat bagus aplikasinya dan mudah di gunakan.,5
"Aplikasi sangat keren, paling sempurna ni aplikasi",5
"Tampilannya bagus, mudah di gunakan, keren 👍",5
Terbaik dalam beratraksi dan mudah,5
Jelek susah jaringan susah login trs,1
Ini aplikasi apaan sih. Udah punya BNI mobile juga,3
"Mantapp, Sangat mudah di mengerti..",5
"tolong cek laporan saya,soalnya ada transaksi gagal.tapi saldo terpotong",5
Verifikasi wajah susah sekali jadi tidak bisa,1
Mantap lebih berwarna dan lebih mudah digunakan,5
Transaksi apapun lebih mudah dan gampang,5
"Simpel, lengkap dan mudah digunakan... Kereeeeeen bgt daah ..",5
Bayar Qris cepat banget cuman butuh tiga langkah..,5
Transaksi jadi lebih mudah dan cepat,5
"Sangat bagus aplikasinya, mudah & simple",5
Aplikasinya sangat cepat pas bertransaksi,5
"Keren,, sangat mudah untuk transaksi",5
"Ini aplikasi apa sih, masak verifikasi wajah kaga bisa mulu.",2
Aman nyaman dan sangat mudah di gunakan,5
Lebih mudah dan cepat,5
Aplikasi kocak verivikasi wajah ga bisa terus,1
Lebih praktis dan tampilan lebih menarik,5
Aplikasinya informatif dan memudahkan transaksi.,5
"Tiga dlu ya gan, ini aplikasi apakah pengganti BNI Mobile Banking atau beda ?",3
Transaksi semakin cepat dan mudah,5
"Ribet,bikin jengkel tok,beda abjad besar kecil dikit login login payah,,tak aplikasi yang dulu,,huft,,",1
"Ga bisa tarik tunai, sering ngelag, tf ke simponi dan gcash jg ga bisa 🥱",3
"Mantep, cepat, transaksi jadi mudah.",5
Lebih cepat dan mudah bertransaksi,5
Praktis dan mudah di pahami sebagai pengguna,5
Sekarang lebih simple...dan sangat mudah di gunakan,5
Lebih mudah dan lebih aman bertransaksi,5
Kok saya tidak bisa registrasi ya. Setelah foto dicegat gambar satpam,1
"Bagus, bisa terhubung dengan beberapa aplikasi",5
"Simple,komunikatif,user friendly, dan inovatif.Congrats BNI atas aplikasi Mbanking Barunya.👍",5
Keren tampilannya dan mantap,5
"Woww benar2 wondr,,cepatt seperti kilat transaksinya,,recommended banget",5
"Mohon berikan saldo awal saldo akhir seperti bni lama, jujur kurang nyaman sama wonder",1
Mudah di gunakan dan cepat,5
"Aplikasi sangat bagus, akses cepat",5
"Super App yg sangat bagus, saya sampai ter wondr wondr✨✨✨",5
Wondr keren dan sangat mudah digunakan,5
"Makin Mudah, Simple & Gesit 🔥",5
Wondr by BNI keren banget guysss... Sangat memudahkan dengan tampilan yang kekinian sekali 😍,5
"Wondr sangat mudah untuk digunakan, pelayanan CS BNI Jambi sangat baik dan ramah",5
Sangat mudah dan cepattt,5
Untuk notifikasi nangnggung banget min. Minimal lah 10 ribu Ini 500 ribu aneh . pelit banget sama fitur,1
Sangat mudah untuk diakses,5
2 kali gagal transfer tapi uang ngga kembali. Kalian ga ada yg profesional. Kalian menjijikkan,1
Lebih simpel dan untuk mutasi rekening bisa sampai 1 tahun kebelakang,5
"Uda dari jumat gak bsa log in, mohn arahannya",3
"Aplikasi sangat bagus, lebih simple",5
Sangat memuaskan dan memudahkan.,5
Tibang registrasi aja ribet banget jaringn bagus kaga ada kendal apa apa,1
Aplikasinya menarik .. Mudah di pahami...,5
"Aplikasi keren, sangat mudah digunakan",5
Lebih aman lebih mudah dan bisa di andalkan,5
Bayar Qris sama PLN jadi mudah dan lebih cepat,5
Sangat membantu dan memudahkan transaksi 👍,5
Sangat membantu dan lebih simpel Sy suka aplikasi ini,5
Belum ada fitur untuk transfer/top up ke dana ya minn haduhh,4
Lebih mudah dan lengkap,5
Bayar telpn pasca bayar nggak bisa padahal menggunakan BNI mobile bisa,1
"Serasa punya Financial Advisor dalam genggaman. Ngecek transaksi pengeluaran, pemasukan, tersaji lengkap di menunya.",5
Knp harus aplikasi baru? Tinggal upgrade aja itu bni mobile? Buang2 anggaran aja ni BBNI,1
sangat mudah dan membantu sekali,5
masih enak cara penggunaan mobile banking,1
"Sangat mudah penggunaan wondr, BNI jambi pelayanan sangat ramah",5
Daftarin nya gimana ya udah berapa kali daftar gagal terus. . . .,2
"Mau moving ceritanya, lengkapi segera fitur2nya",5
"Lebih simpel ya,cepat juga. Saya suka",5
"Ko saya GK bisa buka akun m-banking wodr, padahal aku punya rekening bank BNI,kterangan nya sih no hp blm terdaftar di mbanking jadi GK bisa, aku kan tujuan nya mau buka akun m-banking di karenakan aku GK sempet di kantor cabang BNI, jadi tolong lah jangan di persulit, aku kan nabung di BNI sudah lama.mksh",2
"wondr sangat mudah digunakan, mas CS Jambi ramah dalam pelayanan nya, terimakasih",5
"eazy user, lebih informatif,keren",5
Qrisnya g berfungsi. Mohon diperbaiki,4
"Kemaren coba bayar PLN di WONDR cepet banget, beda sama bank sebelah. Keren sih ini...",5
Sangat membantu transaksi dengan cepat,5
Ok bagus Tapi mau tarik tunai tanpa kartu gimana ya,5
Jelek banget app baru harus banyak dipermudah,5
"wonder keren, ga pake ribet, lbh simpel",5
sangat mudah dan praktis,5
bagus tampilanya...dan menunya lebih ringkas,5
"Tampilan pebih fress, rencna mau bayar gas mlah gak bisa. Mohon tambahin donk buat bayar pgn.",2
Suka Sih cuman input pasword manual kok gk muncul ya kalo biometriknya diaktifin 😌,4
Bertransaksi jadi lebih mudah & gk ribet,5
Tampilan menarik..akses mudah..Wondr BNI yes🫰,5
Aplikasi semakin lengkap dan cepat,5
"Ini apk bagaimana ya saya sudah berkali-kali coba tapi selalu minta verifikasi wajah , dan gagal",1
Lebih cepat dan simpel mantap,5
"Simpel, cepat, dan lengkap",5
Lebih simple mudah dan canggih,5
aplikasi simpel dan mudah,5
Sangat friendly dan mudah digunakan,5
Sangat simple dan cepat,5
"Efektif , efisien dan cepat",5
Aplikasi lebih simpel dan mudah dipelajari,5
Minta no hp yg terdaftar.....udah di kasih tetap aja gagal alias ngulang2 trus ....piyeee tooh mas,1
"Limitnya nggk kira2, dikira nggk butuh duit kali yakk!!!",1
Belum bisa setor tarik tunai tanpa kartu,4
Bayar pakai QRIS di wondr by bni lebih cepat dan mudah,5
"Bagus , lebih cepat ketimbang BNI mobile banking yg orange",5
"Aplikasinya sat set sat set, ga pke ribet",5
Mantap sekali ini aplikasi... Pas untuk semua kalangan dan umur.,5
Lebih Mudah Dalam Bertransaksi.Keren Dan Luar Biasa,5
Aplikasi mudah dan cepat.,5
"Gak pake lama, gk pake ribet.. aktivasi gampang bgt👍",5
Transaksi pakai wondr makin cepat dan lancarrr,5
Aplikasinya mudah digunakan dan tampilannya bagus,5
Mantap dan sangat efektif dalam dunia digital,5
Lebih praktis dan mudah di gunakan... mantaplah,5
Mobil bninya kok g ada ya..susah klo mau narik gda atm..di aplikasi baru ini g ada,4
Keren super appsnya... kecepatan transaski mantappp,5
"Mudah, cepat dan lengkap.",5
"Mau jadi nasabah baru tapi disuruh daftar nonor ke cabang terdekat ,aneh",1
Memberikan kemudahan untuk transaksi dan segala jenis pembayaran ataupun top up,5
"Cepat dan mudah,semua transaksi dlm 1 genggaman",5
Prosesnya cepat dan mudah di mengerti,5
"Banyak promo, user interface bagus,",5
"Udah dikasih bintang lima,, kirain saldo bertambah.",5
Aplikasi lebih ringan & Simpel. 👍👍🙏,5
lebih mudah lebih simpel dan cepat,5
Kalo punya dark mode lebih menarik,4
"Bayar qris di wonder cepat sekali, cuma 3 step",5
Mantab...josss..memudahkan dan akses cepat,5
"EMOSI HARI INI, TOLONG GIMANA CARANYA BISA VERIFIKASI WAJAH COY?????",1
Mudah dan simple,5
Aplikasi yang menyenangkan dan simple,5
Aksesnya mudah dan cepat 👍🏻 mantap*,5
Mudah dan sangat gen z bgt aplikasinya,5
Berak. Gagal verifikasi email terus. Padahal email yg dipakai terdaftar di rekening BNI saya. 👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿,1
Dengan wondr semua nya jdi lebih mudah,5
Masih ada kendala di pembayaran pdam dan juga transfer dengan keterangan nomor tidak ditemukan.,2
Apk sangat cocok sekali nyaman buat transaksi,5
"Jauh lebih enteng dari pada BNI mobile, yg bentar2 loading",5
Kalo tf masi bisa kan lewat mobile banking BNI meskipun sudah daftar wondr by BNI ka.. Tolong di respon ka,4
Aplikasi yg sangat bagus.. penggunaan nya sangat mudah...,5
Lebih terinci dan lengkap..mudah dimengerti..,5
Bertransaksi lebih mudah dan praktis,5
Tampilan baru dan transaksi lebih mudah,5
bagus...pengganti mbangking...tanpa harus lapor ke cust serv sudah bisa langsung akses rekening sendiri...,5
Transaksinya cepat skali. Mantap👍,5
Sudah baik dan transaksi lebih cepat,5
lebih mudah dan praktis,5
Cepat & mudah di gunakan,5
"sangat bagus, simpelldan menjawab semua kebutuhan kita",5
Mantap bagus cepat bertransaksi,5
"Vermuknya susah banget,tolong diperbaiki",4
Simpel dan mudah cepat utk transaksi,5
"Aplikasi lebih simple, mantap, terima kasih BNI .",5
transaksi lebih lancar dan cepat,5
Bagus dan lebih mudah di gunakan,5
"Sangat baik dan sangat mudah,dan lebih cepat,",5
Sangat mudah. Dan membantu bertransaksi.,5
"Aplikasi praktis, mudah untuk transaksi",5
Lebih canggih dan cepat mantep bni,5
"Mantab, lebih mudah pengunaan nya",5
"Tampilannya keren,lebih Colourful",5
"Cepat,praktis, lengkap",5
Akhirnya bisa pindah perangkat no ribet ribet..Recomended skaliiiiiiiiiiiii.....,5
"Menu tarik tunai tanpa kartu , sudah ada belum ya",5
Aplikasinya mantap lebih mudah dan nyaman digunakan,5
Sangat simpel dan mudah,5
wondr by BNI makin simpel dan memudahkan dalam bertransaksi😍😍😍,5
Sangat praktis dalam pembayaran qris..,5
Appk sangat kren dan mudah Mantap 👍,5
Sangattt simple & lengkap😍😍,5
Tampilan nya bagus sangat gen z,5
Cepat simple dan praktis,5
Lebih simpel dan cepat,5
Lebih detail dan simpel,5
Makin mudah dan Simpel untuk bertransaksi,5
"Aplikasi bagus, menu lebih lengkap..👍👍👍",5
Kenapa saya tidak bisa buat nomor rekening baru ? Ini lagi kantor cabang nya...huhu ngantri lama,3
Keren aplikasi nya praktis dan sangat membantu,5
tidak ada fitur transaksi tanpa kartu (cardless),3
"Vermuk nya ngeselin, ini itu salah, padahal pencahayaan udah bagus",2
Aplikasi paling keren dan paling eye cathinggg 🫶🏻🫶🏻🫶🏻,5
NEW APPS! NEW EXPERIENCE! SEMANGAT BARU UNTUK TERUS MENINGKATKAN TRANSAKSI MELALUI WONDR BY BNI😍💯🧡🩵,5
Aplikasinya cepat dan lengkap,5
"Mantap, Jadi lebih Cepat Transaksinya 👍🏻",5
Aplikasi bagus dan sangat membantu dlm trx perbankan,5
"Mantap, lebih mudah dan smart",5
"Good di tunggu updatenya ya BNI, semakin jaya.",5
Mantap. Lebih cepat transaksinya,5
Aplikasi lebih ringan dan efektif,5
Simple dan mudah dioperasikan,5
Bintang 5 dah.. Lebih cepet transaksi pakai Wondr by BNI..,5
Sangat mudah dan efisien,5
Wondr cepat dan praktis 👍👍👍😉,5
Wondr by BNI bagus banget bisa TF isi pls dll trimakasih BNI atas aplikasi in,5
tolong untuk menu tarik tunainya atau srtor tunainya belum ada ya ?,5
"Bagus, simple tampilannya...",4
aplikasi jelek sekali verifikasi muka saja paling susah eh,1
"Sampai tanda tangan, aplikasi malah keluar",2
sangat mudah sekali untuk penggunaanya,5
Lebih mudah pengaktifannya,5
"Bagus, dan lebih cepat",5
Lebih simpel dan lengkap,5
"#jadiinmaumu beneran sesuai apa mau kita, next update bisa mobile tunai yaa",5
sangat membantu dan promo nya menarik..,5
Apklikasinya sangat simple dan bagus,5
pantes bni mobile agak berat soalnya mau pindahan kesini,5
Tampilan lebih bagus dan simple,5
Sangat simpen dan mudah menggunakannya....,5
"Apk SANGAT JELEK lelet rumit, bukannya lebih muda malah lebih rumit SANGAT JELEK",1
"Mantap, dan makin kereeen",5
Jauh lbh mudah dan lebih cepat,5
Cepat dan mudahh.. terima kasih BNI,5
Keren hemat dan simple,5
"Lebih ringkas, cepat & cakep...",5
Tampilan joss dan menu bagus,5
Aplikasi super cepat dalam mengakses,5
"Lebih simple, fitur lengkap 👍🏼",5
"Cepat, mudah, membantu",5
"WONDRFULL, semoga semakin menyala , dan lebih baik lagi serta menjadi aplikasi terbaik",5
Top mantap isthebest bukan yg abal2 si ni mah lbh privasi bni gak gagal produk,5
"Gak jelas aplikasinya gk bisa mintain mata berkedip, payah",1
Bayar qRis... Transaksi nya secepat kilat.. Thx BNI,5
Sangat membantu dan semoga tidak ada kendala,5
Cuma mau tanya kenapa enga ada fitur tarik tunai dan setor tunai nya yang tanpa kartu?,5
Banyak promo yang dibatasi dan tidak bisa digunakan,2
"Scan wajah gagal melulu, lebih mudah dan lengkap fitur BNI mobile banking, sedih kenapa harus diganti",3
Lebih fresh lebih simpel dan elegan,5
Sangat mudah bertransaksi pakai wondr by BNI,5
Bayar qris di wondr cepet dan praktis. Bener2 easy to use 👍👍👍,5
Saya kasih 3 dulu dikarenakan pengiriman otp kode email cukup lama sehingga waktunya habis,3
"Wonderful Apps, detail lengkap dg tampilan yg bagus",5
"Mantap, aplikasi terkeren sepnajang masa",5
Lebih simple dan memudahkan user,5
Sangat bagus transaksi lebih cepat,5
