content,score
"Wondr BNI sangat luar biasa.. Lebih lengkap, lebih mudah, benar2 memanjakan nasabah. Mantap.. keren.. pantas jadiin segala maumu👍👍👍",5
Bagus sekali.. Transaksi juga cepat cukup dengan pin transaksi aja dan tampilan juga lebih menarik,5
"Tolong riwayat transaksi bisa di screenshoot dong, kalau di aplikasi BNI Mobile bisa, di sini malah tidak diizinkan, kan jadi susah mau buat laporan gaji masuk.",5
"Aplikasinya ga jelas, pertama nyoba tanggal 5 juli 2024 kendala di foto ktp. Nyoba lagi di 6 juli 2024 kendala di nomor handphone padahal sudah foto ktp pas klik lanjut disuruh pake nomor handphone yg terdaftar. Kalo sisyemnya belum siap jgn launching..",1
"Gak bisa login, katanya data belum update, udah coba ke kantor cabang di suruh coba lagi daftar tapi ttp gak bisa",1
Bagaimana jika kamera selfie saya rusak dan tidak bisa di gunakan? Apakah saya masih bisa menggunakan aplikasi ini? Karena aplikasi ini meminta si pengguna untuk menverifikasi wajahnya Mohon untuk di maintenance dan dikaji ulang karena tidak semua orang menggunakan handphone nya yang bagus. lebih baik menggunakan cara aplikasi yang lama toh kegunaan nya sama. Terima kasih...,1
Ngabisin kuota aja down apk sampah penipuan banyak cakap pas telpon msh aja proses tetap tidak bisa admin nya jg planga plango di loby padahal urusin pindahan pin blokir aj susah bgt saya posisi habis jam kerjanya tdk ada sama sekali layanan yg baik,1
"Download apk karena nyoba"" Katanya banyak promo. Gak taunya mau di pakai nonton di XX1 di tolak karena di stop dari pihak BNI. Padahal masih tanggal yang berlaku yaitu tgl 7. Gak pernah niat BNI klo ngasih promo. Kadang error lah.. Ini lebih parah di stop dari BNInya 😂",1
Ini gimana ya min saya coba daftar katanya nomor saya tidak terdaftar padahal nomor itu yang saya masukkan waktu mengisi formulir buat bikin atm kok ga terdaftar di bank ini gimana caranya ya mohon bantuannya,2
Bagus app nya mudah di gunakan. Dan semoga cepat di lengkapai dengan fitur2 yg lain seperti mobile banking yang lama.,5
halo BNI Kenapa ya saya 2 kali transaksi gagal tapi saldo sudah terpotong. kenapa error mulu? tolong ditangani agar kasus ini terselesaikan dg baik. thank you,1
"Baru download semoga bisa lebih baik lagi, gabisa screenshot hasil nya malah gelap, padahal untuk bukti pembayaran penting .. Kayanya bakal lebih nyaman ama app ini",4
dengan tampilan yang kece. Sangat mudah untuk bertransaksi di aplikasi wondr by BNI. Lompat lebih tinggi BNI46,5
"Tampilannya eye catching dan user friendly bgt, Aplikasinya sangat membantu..",5
"Bagus dan menarik aplikasinya, lbh simpel, kalo bisa tolong ditambahin menu setor tunai dan tarik tunai",5
"Menurutku sistem Aplikasinya bagus, dan sangat membantu. verifikasi data untuk aktifkannya juga cukup cepat cuma butuh waktu sekitar 15 Menit.",5
"Susah daftar, saat pengambilan foto sudah mengikuti dari petunjuk foto. Tetapi tetap tidak berhasil.",1
Aplikasi sering bug. Mau cepet² malah bug parah. Mohon di tingkatkan lagi kualitas nya,1
Sudah ok cuma untuk fitur penambahan pembayaran universitas ditambahkan dong jadi radah sulit dan ribet kalau ke bank/ATM,4
2 dulu deh karena untuk kode verifikasi yg dikirim via email itu lama sekali ga muncul. tolong diperbaiki aplikasinya !!!,2
"Enak sih sebenernya, cm ini mau login di HP lain susahnya minta ampun untuk login. Dr datang ke kanntor BNI sampai telfon 1500046 tetap aja gak ada solusi dan sampai saat ini masih belum bisa.",2
"Tampilannya makin User Friendly, jadi mau transaksi apapun bisa sat set sat set. Terima kasih BNI",5
"Saya lebih suka aplikasi wondr ini darpada bni mobile,karena aplikasi ini lebih mudah untuk daftar login dan mudah juga untuk ganti pin dan password,trma kasih BNI.",5
"Aplikasi Dongo, buat aktifkan nya harus maen wajah gak jelas, pas aku mau masuk lagi, eh malah suruh ulang semuanya dari awal... Mending pake Bank BCA aja, atau yang lain... BNI mah Aplikasi nya gak ada yang Becus... BNI = ""BANK NGOCOL INDONESIA""",1
Gampang digunakan transaksi jadi lebih mudah pake wondr tapi mungkin fitur ny lebih dilengkapi aj,5
Bayar QRIS di Wondr cepet banget beda sama bank sebelah. Tampilannya bagus sekali sekarang. Jaringannya juga cepat..,5
"Ko riwayat mutasinya ngak lengkap, di aplikasi lama terpotong uang admin kartu, tapi di aplikasi ini ngak ada, Tau"" langsung di potong tdk ada di riwayat transaksinya",2
"Aplikasi terburuk yg pernah saya pakai. Isi pulsa 100rb lewat wondr, pulsa nya gagal dkrim. Uangnya udah ditarik. Pulsa ga masuk uang 100rb nya udah ditarik Lwt wa cs ga ada dibalas",1
kalau mau transaksi berasa ngga aman krna cuman pake pin yg tulisannya besar naudzubillah. ngga bisa mobile tunai ribet ngga jelas,1
Ribet.... Login ngak bisa...aplikasi apa ini... Verifikasi d foto gagak terus...padahal pencahayaan terang....,1
"Aplikasi yang sangat bermanfaat, membantu dlm transaksi keuangan menjadi lebih mudah tanpa perlu datang ke bank, cukup pake HP.",5
"Okay done, mungkin perlu diperhatikan untuk apps nya, tingkatkan lagi inovasinya yg user interface, trims",5
"udah coba berhari-hari tp setelah verifikasi wajah muncul text ""kamu harus berusia minimal 17 tahun untuk buka rekening"" padahal data tidak ada yang salah & usia sudah 20th lebih.",1
"Suami sy sdh daftar aplikasi ini , tapi tidak sngaja trhapus aplikasinya.,,mohon infonya bagai mana cara mngtasinya,,apakah bisa dpulihkan kmbli sprti adiakala",5
Gak jelas ux nya masak verifikasi wajah gagal terus sudah ikutin panduan padahal sampe mata capek berkedip kog gak lolos.di perbaiki dulu lah atau kalau bisa copy paste data yg di BNI mobile,1
"Lebih lkp apk bni mobil bank lama.di wondr bni tidak ada menu :cetak bukti transaksi,mobile tunai & kadang ngelag pas awal buka apk.bintang 3 dlu krn hal tsb.",3
Good transaksi jadi lebih mudah.. dan aktifasi gk perlu ke CSO. Cukup e KTP no hp dan email. Jadi deh wondr by BNI nya👍,5
Sangat membantu sekali memuaskan kadang terdapat gangguan teknis tpi tdk terlalu lama..good job BNI SEMAKIN MAJU,5
Aplikasi sudah bagus.Mohon Ditambahkan tarik tunai tanpa kartu.trimakasih..mohon di tambahkan mobile tunai tanpa kartu tidak ada,5
saya mau mengecek sisa pinjaman di aplikasi baru kok gak bisa. malah aplikasi bni yg lama jadi ga ada data saya sama sekali .,1
"Sesudah registrasi,gak bisa login lgi. Cuma sampe loading lama tmpilan awal wondr aja, ke hlman login aj gak. Bagusan aplikasi bni mobile",2
Udah mencoba ganti slot sim 1 tapi masih tetep aja susah buat masukin nomor yang terdaftar sampai bolak balik beli pulsa...tolong sarannya kak,3
"Aplikasi ini yang selama ini aku mau, lebih keren ditambah tidak ada nama mobile atau banking. Tapi kapan update tarik tunai lewat aplikasi, min? Ngak sabar nunggu yang ini",5
Menu investasi obligasi (SBN) gak ada. Hanya bisa melihat portofolio di menu lihat aset. Kalo mau lihat riwayat transaksi gak bisa.,2
"Baru pakai sebentar lupa password dah susah lagi urusannya ga, verifikasi wajah di tempat terang juga ga guna!",1
"Sementara 1 bintang dl, nunggu kode otp nya lama bener, pas udah klt kode otp, sistem lg error ktnya, gmn sih...susah bener mau buat akunnya",1
"Aplikasi yg banyak ""upgrade"" nya dari mobile banking sebelumnya. Lebih cepat, lebih komunikatif dan user friendly",5
Tampilannya bagus dan mudah digunakan. Tapi koq tidak ada fitur setor dan tarik tunai ya,4
Maaf saat verifikasi foto KTP kenapa mengulang terus terus an padahal gambar sudah jelas tapi kenapa terus terus an mengulang mohon di perhatikan lagi aplikasinya agar tidak mengulang terus terus an,2
"Tampilan Mantap dan Menarik Login juga cepat Cuma untuk fitur cek rincian DPLK tidak ada seperti di apk BNI yang lama,mohon diperbaiki dan di tambah Terimakasih BNI",5
"Proses verifikasi menjengkelkan, sudah di tahap ttd malah apk keluar2 sendiri. Sudah diulang tetep sama aja.",1
"Verifikasi wajah sulit padahal udh ditempat terang, sudah tidak pake aksessoris, sudah tidak backlight, tidak keluar frame",5
"Masa mau top up saldo ke dana max 2jt,ribet bertele tele bagusan yg BNI mobile sebelumnya no limit transaksi ke e-wallet.ketauan banget nyari ceperen dari nasabah 👎👎",1
"Saya belum menemukan sistem transaksi tanpa menggunakan kartu atm di aplikasi ini, saya jadi kerepotan karena sedang bermasalah dengan kartu atmnya",1
"Aplikasinya simpel karena menggunakan pin, dan penempatan pada fitur-fiturnya mudah dan tidak membingungkan",5
"Untuk versi poco f5 setelah proses ttd langsung keluar ke menu utama, dan mengulang proses dr tengah lagi",3
"Mantapppp,aplikasinya lebih gampang dipahami dan pembayarannya juga lebih enteng,gk kyk yg di sebelah.. Mantap wonder by bni",5
Waktu untuk membuka aplikasi untuk pertama kali lambat. Fiturnya tidak selengkap BNI Mobile Banking jadi sama sekali tidak bisa menggantikan BNI Mobile Banking.,1
"Aplikasi yang luar biasa.. Semakin mudah dalam bertransaksi, Terimakasih BNI... Wondr memang jos gandos..",5
"aplikasinya lebih mudah dan informatif, warna nya juga kece, semoga makin banyak kemudahan2 utk transaksinya",5
"Aplikasinya keren banget, beda Ama yang lama. Banyak inovasi di BNI baru sekarang Semoga tidak ada defect dan bugs nya yaa Makasih BNI",5
Sistem terlalu ribet. Mau reset pasword saja berasa buat akun baru. Pakai KTP dan foto wajah lagi. Kalau begini bikin ribet min.,2
"Aplikasi mbanking macam apa ini, udah beberapa kali digunakan error' harus verifikasi KTP dan no kartu BNI, memang aplikasi anda yang bermasalah banyak bug bukan jaringan",2
"Tampilan lebih kekinian, lebih cepat dan mudah apalagi untuk bayar pake qris dan ewallet..",5
Bagusss sih tapi kurangnya status transaksi uang masuk gak ada... Yg ada cuma bukti transaksi uang keluar .,4
"Transaksi Lebih Mudah, Paling Suka pada Menu Riwayatnya haha..ada Info pemasukan dan pengeluaran dan Saham juga..",5
"Verifikasi wajah selalu gagal, sudah mengikuti perintah melihat keatas malah disuruh kedepan setelah kedepan malah keatas. Hadeuh",1
"Fitur kekinian, cuma e statement gda, di tambah gak bisa di capture tolong diperhatikan fitur ini",5
"Saya kira lebih baik (dalam face verif) dibanding BNI mobile, KTP masuk frame, foto pun selesai...eh ujung2nya coba lagi...bad apk...fix more",1
Aplikasinya bagus hanya saja fiturnya tidak selengkap BNI mobile. Semoga update selanjutnya makin banyak aplikasi yang di masukan..,4
"Gak bisa capture saldo, gak bisa capture history transaksi. Tolong ya di perbaiki.",4
"KTP susah kebaca, baru mau daftar aja ribet banget, bisa bisanya katanya yg terbaca bukan ktp, kan konyol wkwkwk",3
"masih banyak bug,untuk riwayat transaksi tidak ada jam,tolong tampilkan jam dimenu riwayat tanpa klik per transaksi",3
"Aktifasi dan transaksi lebih mudah, dengan fitur yg simpel, cepat dan lengkap.",5
Untuk Verifikasi Gagal Terus Tolong Di perbaiki Padahal Sinyal Bagus dan tidak pakai kaca mata atau masker dan kondisi Terang Tapi keterangan Tiba tiba Gagal Silahkan coba lagi terus,1
"Untuk tampilannya sudah bagus, namun kenapa saya diminta beberapa kali untuk verifikasi? dan apes nya adalah verifikasi ketika mau scan dan sedang antri. Mohon diperhatikan untuk proses verifikasi nya!!!",2
"Pada saat scan qris,ewalet,tapcash sudah ada menu utama tanpa masuk login sangat praktis.",5
"sangat simpel, hingga banyak fitur BNI Mobile hilang. Seperti Mobile tunai untuk transaksi tanpa kartu dan Transaksi RDN/ SBN Retail.",1
"Sorry, aplikasinya jelek. Verifikasi wajah gak pernah bisa, udah ikut aturan masih gabisa. Ke CS juga gak membantu sama sekali",1
"Dengan adanya bni wondr bni sudah menunjukan digitalisasi modern,mudah di dalam pelayanan transaksi dan mudah untuk di gunakan lebih cepat dan lebih simple mudah di fahami dan di pelajari Terima kasih bni",5
"Tampilan Colourful, kekinian banget. Penggunaan Lebih praktis dan pemantauan lebih mudah.",5
"lebih cepat trx nya, gak ribet. dan pastinya eyecatching bgt tmpilannya. sukakkkk polll. kereeennn si",5
"Wondr by BNI sangat sesuai dengan kebutuhan e banking saat ini, fiturnya sangat lengkap, mudah, praktis, sat set pokoknya dan sesuai dengan tag line nya Jadiin Maumu .... Wondr by BNI ....Kerennnnnnn pol ......",5
"Lebih nyaman, lebih berwarna, lebih mudah bertransaksi, fitur lebih lengkap. Top banget",5
"Tampilan menarik tapi mau buka masih lama loading dibanding yang lama, tolong di buat lebih cepat untuk masuk ke aplikasi nya masih lama",3
Saya pribadi lebih suka aplikasi wondr karena lebih simple dan cepat serta tulisannya yg besar jadi mudah dibaca.,5
"tolong lah pas regis dan pengambilan foto pribadi diberi voice, g kasian apa yang mata nya minus. mana keliatan tulisan di lihat dari dekat ulang lagi dari awal eror",2
"Registrasi cepat hanya 3 step, pembayaran qris dengan wondr sangat cepat dan efisien, transaksi lainnya juga sangat mudah.",5
Untuk fitur sudah bagus tpi cuma mau kasih saran untuk di izinkan screnshot biar lebih praktis. 🙏,4
Sudah Download install tapi rekening BNI saya tidak muncul ...percuma dong Malah disuruh ke KANTOR CABANG ..HUHH APA APAN INI BIKIN CAPEK TAU SENDIRI KAN KALAU DI CS ITU ANTRIANNYA BIKIN EMOSI KARENA LAMA BUTUH WAKTU SEHARIAN BUAT NGANTRI ... KIRAIN APLIKASI BARU MEMPERMUDAH EHH MALAH MEMPERSULIT BEDA DENGAN BCA YANG SWASTA Disini apakah ada yang seperti saya .. Jadi aplikasi ini saat ini tidak berguna ...,1
"Aplikasi lebih cepat dari mobile banking bni, cuman dari tdi saya nyari tarik tunai nya ko ga ketemu2 ya dsebelah mananya, makanya baru bisa kasih bintang 4",4
Baru download tadi di bank..dibank masih bisa dibuka..sampe dirumah dr siang tidak bisa dibuka..ada masalah dan perbaikan katanya..sampe skrng masih nga bisa..coba lagi coba lagi aja😅,1
"Sedikit saran, kasih fitur agar bisa screenshot, soalnya pas mau screenshot riwayat transaksi/mutasi gak bisa:)",5
"Aplikasi Wondr by BNI ini Sangat-sangat luar biasa dan sangat merekomendasi, aplikasi sangat bagus, mudah penggunaanya baik itu registrasi, transaksi dll dan lebih praktis.",5
Gampang kok daftarnya asal sinyal bagus sama cahaya bagus. Promonya beneran ada wkwkwk walaupun kadang ngantri dlu gapapa deh 🤭,5
"Cukup lumayan simpel aplikasi nya, tapi menu tampilan masih kurang lengkap dari versi lama BNI mobile banking",4
"Terlalu banyak aplikasi yang ribet pasword banyak, susah masuk system sudah 4 hari masuk aplikasi tidak terverifikasi, terlalu banyak aplikasi BNI banking",2
"Masih ada beberapa fitur yang kurang, seperti setor tunai tanpa kartu. Semoga kedepannya aplikasi makin lengkap",4
Tidak bisa penarikan mobile tunai... masih lebih baik aplikasi Mobile Banking sebelumnya yang lebih lengkap fiturnya..,1
"Aplikasinya sangat ringan sekarang,utk transaksi lebih gampang tinggal masukin pin doang,semoga ada lg penambahan menu yg lain.👍👍👍👍👍👍",5
Ini aplikasi susah amat sih verifikasi wajah. Terutama pada saat mengedipkan mata tambah lagi waktunya singkat banget. Niat apa enggak sih bikin aplikasi..???.,1
"Keren Wondr by BNI ini, aplikasinya praktis, mudah aktivasi, fitur2nya lengkap. Terbaik buat Wondr by BNI. Sukses...",5
"Luar biasa. Wondr by bni emang lebih cepat, simpel.dan lengkap... Mana banyak promonya lagi.. BNI emang ok",5
"Aplikasi paling buruk ..masa ku resert Hp ku instal ulang wondr tetap masukan no lagi tidak ada login posword,padahal no awal terdaftar sudah masuk...buruk aplikasi ini tetap disuruh daftar dn pakai KTP",1
"Tolong perbaiki kode QR kadaluarsa, saya sudah lakukan sesuai instruksinya, clear cache udah, tp masih belum muncul QR code nya",4
Belum mendukung nambah rekening lama BNI. Jadinya harus buat rekening baru lagi di wondr. Harusnya bisa migrasi akun rekening lama dari mbanking model lama ke wonder.. Biarpraktis..,2
"Sangat berguna sekali, dpat mengganti fungsi aplikasi BNI mobile, mudah untuk buka rekening, dan fiturnya lengkap. Recommended untuk penggunaan layanan BNI.",5
"Alhamdulillah sudah bisa aplikasinya, thanks BNI, min transaksi tanpa kartu tak ada ya, berarti lebih lengkap di BNI mobile",5
"apliksasinya gabisa dipake udah login padahal, tinggal verif email, tapi pas masukin kode otp di sistem dibilangnya ga sesuai padahal udah bener, percuma.",1
"Bagus sih lebih modern, meskipun masih ada yang harus lebih dipelajari. Tapi, sayang belom ada fitur transaksi ATM tanpa kartu",3
"Semakin mudah bertransaksi di mana saja dan kapan saja melalui wondr by BNI. fitur semakin Lengkap, kemudahan menjalankan dan membaca riwayat transaksi. melompat Lebih tinggi bersama BNI 🥰",5
Fitur-fitur nya sama dengan aplikasi m banking bni sebelumnya. Hanya beda posisi/penempatan. Jujur aku ga paham sama BNI kenapa menggunakan 2 aplikasi dgn isi yg sama. 🤣🤣🤣🤣🤣,3
"Dengan wondr BNI lebih mudah bertransaksi dan saya bisa mengatur pengeluaran saya,dan wondr BNI lebih mudah, mantap",5
